"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"Grid_Position 240 0035 DC.hys",335.942845,16861.36121,232.038027,3598343.247,389.992797,390.442623,108.378391,112.2109193,4.685868,0.510913,239.702577,2.074413,-63.136003,-2.3145,0.006955,"B","Para",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0036 DC.hys",336.043722,17413.85351,230.821854,3600318.134,392.128679,392.625843,107.780778,111.5279775,4.836754,1.710693,251.8914,1.865445,-63.126503,-2.3145,-0.036265,"S","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0037 DC.hys",342.989947,16480.12525,221.232594,3737540.847,398.597186,398.859174,101.389029,104.2724411,4.40935,0.466864,244.136417,2.07703,-63.116503,-2.3145,-0.065322,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0038 DC.hys",334.127691,16898.52449,213.672447,3562895.136,396.714117,393.44228,100.295589,103.0401119,4.742919,2.142927,250.452703,1.808024,-63.106503,-2.3145,-0.064273,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0039 DC.hys",339.813322,17557.00341,226.070806,3674484.705,397.607614,398.059465,104.49153,107.7831015,4.778086,0.980374,246.572282,1.950608,-63.096503,-2.3145,-0.036122,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0040 DC.hys",343.031703,17755.29291,225.510327,3738373.099,401.492472,402.08208,103.337974,106.4753473,4.749471,2.638442,261.720337,1.782737,-63.086503,-2.3145,-0.073686,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0041 DC.hys",348.621609,16209.61869,225.255036,3850579.621,402.463067,402.592495,101.705932,104.6300793,4.209657,0.297219,247.075672,2.161121,-63.076503,-2.3145,-0.018031,"S","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0042 DC.hys",341.772922,17798.72723,239.448392,3713322.735,397.004854,397.522076,110.094445,114.1763735,4.793208,1.333309,255.124172,1.915696,-63.136503,-2.304,0.019286,"S","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0043 DC.hys",335.572931,16566.95003,216.973384,3591105.716,393.044874,392.838999,101.444194,104.3346815,4.613328,0.366657,231.789351,2.109229,-63.126503,-2.3045,-0.029822,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0044 DC.hys",334.066987,16759.98998,223.69854,3561712.519,390.047369,390.258647,105.019162,108.3822286,4.705599,0.690321,239.4404,2.012998,-63.116503,-2.3045,-0.063632,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0045 DC.hys",336.250771,17310.37149,231.533608,3604373.205,391.652459,392.323748,108.052294,111.8381639,4.802602,0.284999,230.441314,2.165247,-63.106503,-2.3045,-0.053263,"B","Para",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0046 DC.hys",337.590515,16244.36054,226.755491,3630664.453,390.907945,391.319182,105.438589,108.8589219,4.474211,0.612862,244.978813,2.042769,-63.096003,-2.3045,-0.077627,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0048 DC.hys",333.278275,17438.06768,230.443737,3546364.014,390.790671,390.032045,108.41967,112.2581213,4.917168,0.275069,225.977165,2.167982,-63.076003,-2.3045,-0.074666,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0049 DC.hys",332.095586,17794.61636,224.20711,3523407.453,390.944936,391.620738,105.828533,109.3024515,5.0504,0.889838,235.914717,1.961852,-63.136003,-2.2945,-0.024754,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0050 DC.hys",334.989831,17805.45909,240.384291,3579711.116,389.976739,390.542938,112.568511,117.0214866,4.973993,0.837755,242.797162,1.994656,-63.126503,-2.2945,-0.050515,"H","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0051 DC.hys",342.135369,16969.24969,227.739961,3720527.418,397.77793,398.019006,104.609666,107.9171924,4.56098,0.512348,244.049084,2.066391,-63.116503,-2.2945,-0.064386,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0053 DC.hys",332.166555,18020.05237,230.393024,3524782.996,390.315314,390.827355,108.727139,112.6098259,5.112386,2.27926,249.116654,1.811824,-63.096003,-2.2945,-0.041262,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0054 DC.hys",338.262923,17826.86558,229.404095,3643893.964,395.913818,396.545008,106.476344,110.0400188,4.892257,0.975146,244.714036,1.953829,-63.086003,-2.2945,-0.065013,"U","U",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 240 0055 DC.hys",330.8438,17512.66412,226.983571,3499186.575,388.182288,388.709213,107.509218,111.217903,5.004781,2.050185,247.594969,1.828997,-63.076003,-2.2945,-0.073861,"B","Obl",0.478,"CPoly2","Colobus polykomos","BuccalCusp","Outer",7.261,0.973
"Grid_Position 171 0000 DC.hys",327.871738,13949.16147,158.494745,3441996.872,392.739981,393.879423,75.691038,75.97568571,4.052636,2.692276,243.690166,1.706497,-56.290003,-0.404,0.069548,"B","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0001 DC.hys",326.804747,13616.10653,150.867351,3421574.171,394.609925,394.493878,72.263187,72.30351288,3.979486,1.217945,229.684589,1.826098,-56.280003,-0.4055,-0.05898,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0007 DC.hys",324.962748,15027.8582,165.547939,3386452.761,392.478924,393.045104,79.705097,80.30584323,4.43764,3.501429,241.764348,1.666519,-56.288503,-0.3935,-0.091361,"B","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0008 DC.hys",326.842101,13585.3163,152.600302,3422288.17,392.799927,393.611217,73.08562,73.18242693,3.969659,0.475249,217.05141,1.98325,-56.278503,-0.396,-0.058875,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0009 DC.hys",340.219474,11426.21774,164.869915,3682518.474,392.439059,392.197807,76.120875,76.43781895,3.102827,0.242126,243.153884,2.150568,-56.268503,-0.397,-0.070451,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0014 DC.hys",323.218175,14556.57447,157.650168,3353347.02,391.952015,392.469169,76.27637,76.60508865,4.340909,2.849751,236.365356,1.690631,-56.286503,-0.384,-0.062439,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0016 DC.hys",325.817399,14850.16611,166.776141,3402727.09,391.918078,392.599281,80.104182,80.73813674,4.364195,1.360145,229.984743,1.826257,-56.267003,-0.3875,-0.084839,"B","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0021 DC.hys",331.569978,13299.02798,155.887033,3513227.803,396.406676,395.553946,73.687134,73.82610338,3.785416,0.740019,231.655152,1.92117,-56.285003,-0.374,-0.05979,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0022 DC.hys",336.541118,13601.40941,185.983337,3610063.313,390.874648,391.390424,86.726427,87.95894943,3.767637,0.077192,219.711584,2.347507,-56.275003,-0.3755,-0.043291,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0023 DC.hys",338.098874,13640.74412,168.429502,3640664.232,398.032089,398.839765,78.210071,78.68928468,3.746773,0.246139,226.96424,2.122238,-56.265003,-0.3775,-0.039744,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0024 DC.hys",333.246895,12822.70425,151.546306,3545754,396.025306,396.706232,71.305969,71.28225038,3.616355,2.229608,249.888406,1.73518,-56.254503,-0.3795,-0.054398,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0029 DC.hys",328.187513,14978.78496,169.692143,3448051.981,393.528484,394.390276,80.967301,81.67418465,4.34413,2.66648,242.645335,1.719093,-56.273003,-0.366,-0.021652,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0030 DC.hys",325.793702,14845.03921,168.672317,3402275.355,391.105777,391.802041,81.020311,81.73172313,4.363268,3.265247,243.526995,1.684731,-56.263503,-0.3675,-0.019599,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0031 DC.hys",325.228367,14134.97321,164.065727,3391506.741,389.834835,389.844117,78.93259,79.4699729,4.167756,1.636284,234.981429,1.797503,-56.253503,-0.3695,-0.020594,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0035 DC.hys",337.159923,12970.53388,170.047691,3622204.605,393.616835,394.366818,79.162423,79.71853106,3.58084,5.546166,271.401534,1.612113,-56.281503,-0.3545,-0.057569,"B","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0036 DC.hys",330.988507,13929.2131,170.822441,3501982.477,391.49595,392.145049,80.876578,81.57572474,3.977522,0.147142,212.212118,2.206627,-56.271003,-0.3565,-0.042118,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0037 DC.hys",332.84529,13750.18065,171.812595,3537951.371,392.847474,392.867871,80.930812,81.63458183,3.886481,0.656381,235.46265,1.966825,-56.261003,-0.3575,-0.019733,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0038 DC.hys",325.548819,14745.98858,168.54833,3397608.783,390.361946,391.164962,81.016336,81.72740836,4.340108,2.94487,242.215878,1.702505,-56.252003,-0.3595,-0.053289,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0042 DC.hys",330.589772,14585.33424,173.475224,3494281.042,393.314428,393.647772,82.22301,83.03870517,4.174059,2.109339,245.018754,1.767766,-56.279503,-0.3445,-0.03131,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0043 DC.hys",335.279983,13835.88093,170.998645,3585378.965,395.365524,395.964153,80.012891,80.63922073,3.858973,0.656847,237.03802,1.964179,-56.269003,-0.346,-0.022514,"IPM","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0044 DC.hys",330.92025,14784.88437,172.826731,3500663.555,394.519787,395.08083,81.84093,82.62317597,4.223452,2.846131,248.364832,1.715025,-56.259503,-0.3475,-0.026936,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0045 DC.hys",326.770138,15025.46191,168.110193,3420912.689,392.888889,393.804124,80.530033,81.19978043,4.392238,4.458475,248.073415,1.630487,-56.250003,-0.3495,-0.05624,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0049 DC.hys",329.393043,14582.03916,171.036131,3471214.767,392.55199,393.335844,81.335839,82.07432422,4.200846,1.375067,236.927008,1.834556,-56.278003,-0.334,-0.036047,"B","Para",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0050 DC.hys",336.301111,14354.89438,172.675635,3605359.443,397.949388,398.650213,80.573385,81.24679684,3.981543,3.140619,257.177169,1.701785,-56.268003,-0.3365,-0.035421,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0051 DC.hys",329.881761,14426.17656,178.554442,3480625.797,390.139724,390.477467,84.796284,85.8450457,4.144708,0.297767,220.715,2.10117,-56.257503,-0.338,0.032343,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0052 DC.hys",328.164897,14222.28586,169.49701,3447618.146,390.911951,391.096476,80.879283,81.57866018,4.12525,2.037813,242.585889,1.769905,-56.248503,-0.34,0.016605,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 171 0053 DC.hys",337.133741,12326.58005,159.2962,3621690.51,394.407803,395.169871,74.162537,74.33534006,3.403543,1.798079,256.573873,1.791074,-56.238503,-0.3415,-0.017455,"NP","NP",2.181,"G83","Papio anubis","LingualWall","Inner",NA,NA
"Grid_Position 172 0000 DC.hys",328.03131,14984.5614,174.164446,3445056.1,391.554256,392.558953,83.137351,84.03430438,4.349584,3.480135,247.842666,1.682027,-56.446003,0.002,-0.039114,"S","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0001 DC.hys",332.743892,14143.29876,175.087097,3535982.638,392.350017,393.327877,82.496193,83.33598694,3.999821,1.625498,246.46741,1.81806,-56.436003,2.66e-08,0.000397,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0002 DC.hys",346.233822,11856.15132,188.337385,3802456.802,391.922174,393.447568,85.573485,86.6953158,3.118024,1.496835,275.067829,1.880486,-56.426503,-0.002,1.036414,"S","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0003 DC.hys",332.923048,13962.61617,174.825642,3539461.473,393.01451,392.822511,82.332512,83.15784854,3.944842,1.823229,249.051967,1.800148,-56.416503,-0.003,-0.012143,"B","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0004 DC.hys",331.59561,13723.41121,173.575303,3513723.903,390.230208,390.892977,82.042511,82.84236721,3.90566,1.608656,246.895683,1.821295,-56.406503,-0.005,-0.031564,"B","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0005 DC.hys",332.563736,14198.29677,181.296461,3532486.024,390.580967,391.300252,85.46414,86.57561536,4.01935,1.921472,250.326934,1.800073,-56.396503,-0.0065,-0.001918,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0006 DC.hys",335.417897,13129.84616,171.491293,3588074.456,392.19791,392.839964,80.213262,80.85634976,3.659301,0.363962,234.261209,2.071226,-56.387003,-0.008,0.006912,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0007 DC.hys",344.130069,14182.73239,181.922682,3760296.362,402.898853,402.600234,83.120978,84.01646125,3.771706,0.222193,234.318555,2.158558,-56.444503,0.012,-0.029274,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0008 DC.hys",334.919438,13882.22621,176.938623,3578336.703,393.08561,393.762835,82.873727,83.74707631,3.879519,1.91969,252.860815,1.795894,-56.434503,0.0105,-0.007454,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0009 DC.hys",327.156771,14902.6317,175.296486,3428305.71,390.682786,390.917169,83.881902,84.84628972,4.346938,1.983374,239.734975,1.778324,-56.424503,0.0085,-0.010048,"S","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0010 DC.hys",333.80478,13434.25305,172.184682,3556606.445,392.005803,392.321541,80.893092,81.59364581,3.777267,0.627701,237.942303,1.978654,-56.414503,0.006,0.003278,"S","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0011 DC.hys",344.268142,12997.39662,172.652729,3763056.601,400.06413,400.728573,78.856573,79.38778612,3.453947,0.892258,255.720013,1.926241,-56.404503,0.0045,-0.02231,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0012 DC.hys",330.660898,14644.02266,176.385916,3495654.23,394.036091,392.927871,83.586184,84.52365223,4.189208,4.358459,255.914546,1.650313,-56.395003,0.003,-0.023449,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0013 DC.hys",330.918314,14774.80731,174.985727,3500626.142,393.151104,394.244081,82.863751,83.73620989,4.220618,3.824419,253.312806,1.669122,-56.385003,0.0015,-0.00072,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0014 DC.hys",336.051154,13728.79696,178.007708,3600463.654,395.432651,393.894703,83.117873,84.01307751,3.813064,2.516025,258.655443,1.753513,-56.443003,0.0215,-0.024426,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0015 DC.hys",332.549527,14016.28814,172.906467,3532210.324,392.565922,393.346653,81.512232,82.26594064,3.968135,3.001183,254.514253,1.712652,-56.432003,0.02,0.018184,"T","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0016 DC.hys",344.048255,14000.285,179.27988,3758661.266,401.925688,402.61709,81.931289,82.72141852,3.724806,0.499356,244.638723,2.022983,-56.423003,0.0175,0.014007,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0017 DC.hys",336.837924,13827.89125,170.5892,3615884.409,397.019473,397.632619,79.483886,80.06636419,3.824207,0.553286,236.183896,1.991729,-56.413003,0.016,-0.014607,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0018 DC.hys",331.789683,14336.97718,175.502658,3517481.224,392.056547,393.057889,82.909182,83.78569756,4.075921,3.423286,254.831654,1.692063,-56.402503,0.015,-0.021567,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0019 DC.hys",330.769376,14419.10985,172.912355,3497749.035,392.422047,393.311653,81.915584,82.70434211,4.122397,0.722373,231.066193,1.945629,-56.393503,0.013,-0.042679,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0020 DC.hys",327.250352,15016.67991,177.111342,3430096.264,390.364154,390.840351,84.728213,85.77063424,4.377918,1.299982,233.95398,1.850366,-56.383503,0.0115,-0.018653,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0021 DC.hys",330.166358,14356.75012,172.196335,3486111.708,391.395599,392.697088,81.712422,82.48348474,4.11827,1.637118,241.805238,1.809812,-56.441003,0.0315,-0.024994,"T","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0022 DC.hys",329.607307,15076.91585,180.002416,3475339.272,392.872391,392.426946,85.548926,86.66842881,4.338257,3.796997,252.046519,1.675994,-56.431003,0.03,-0.036997,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0023 DC.hys",334.145276,14670.69719,180.433313,3563237.758,394.622666,395.126381,84.689419,85.72823105,4.117238,2.144251,250.730443,1.77591,-56.421003,0.0275,0.008388,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0024 DC.hys",335.694207,13445.00719,169.724371,3593477.766,394.742784,395.106744,79.327096,79.89668628,3.741503,1.531994,250.500861,1.825447,-56.411003,0.026,-0.011954,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0025 DC.hys",334.516077,13820.94078,174.073474,3570465.948,392.908969,394.063953,81.621576,82.38475333,3.870907,1.455033,248.133303,1.837983,-56.401003,0.0245,-0.009409,"IPM","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0026 DC.hys",339.146856,14254.12824,174.950994,3661319.888,399.573105,400.253089,81.008838,81.71926954,3.893167,2.588158,258.574477,1.738922,-56.391003,0.023,0.028179,"S","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0028 DC.hys",335.499697,12684.29523,168.789589,3589673.672,391.933197,391.86112,78.93198,79.46931334,3.533551,1.434376,253.364698,1.842968,-56.439003,0.0415,-0.045427,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0029 DC.hys",334.600847,13835.92665,178.511873,3572119.37,392.375496,392.731126,83.68333,84.62962172,3.87331,2.172025,254.908065,1.778201,-56.429003,0.039,-0.002426,"S","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0030 DC.hys",331.85156,14205.11578,176.901732,3518679.579,392.165972,392.076165,83.555887,84.49060741,4.037059,1.277981,242.661873,1.860713,-56.419503,0.0375,-0.013912,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0031 DC.hys",329.131679,14521.29786,173.302303,3466186.743,391.294324,391.975468,82.473264,83.31102939,4.189416,3.224441,249.7774,1.697042,-56.409503,0.036,-0.031301,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0032 DC.hys",332.583947,14551.58084,179.83774,3532878.221,392.567082,393.270239,84.771786,85.81826474,4.118902,2.381039,250.98764,1.758419,-56.399003,0.0345,-0.039971,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0033 DC.hys",338.433954,12866.54856,176.514192,3647262.613,392.528453,393.103277,81.890013,82.67653924,3.527727,0.864585,251.671798,1.940277,-56.389503,0.033,-0.001686,"S","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0034 DC.hys",331.074297,14332.8046,174.488569,3503640.541,392.125952,392.680645,82.592771,83.44112106,4.090832,1.433411,241.857289,1.836134,-56.380003,0.031,-0.023092,"T","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0036 DC.hys",330.117966,14362.73579,174.318188,3485178.618,391.192798,391.913307,82.730379,83.59095312,4.12109,1.349916,239.854511,1.845513,-56.427503,0.0495,-0.004941,"U","U",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0037 DC.hys",334.62996,14701.79902,175.772201,3572687.298,396.519101,397.360865,82.392469,83.22309498,4.115053,2.036083,248.77089,1.776516,-56.417503,0.048,0.018907,"T","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0038 DC.hys",334.223536,14265.02447,176.943816,3564762.737,394.109782,394.687748,83.033798,83.92146259,4.001676,1.71507,248.676201,1.811132,-56.408003,0.046,0.026322,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0039 DC.hys",330.63428,13901.50711,172.381505,3495140.297,390.669486,391.117163,81.69457,82.46408186,3.977382,1.502509,243.633907,1.828822,-56.397503,0.0445,-0.052286,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0040 DC.hys",330.037025,14183.05495,174.647276,3483618.173,390.276019,390.944309,82.905123,83.78127594,4.071357,0.985441,236.638046,1.900096,-56.387503,0.0425,-0.05799,"H","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0041 DC.hys",330.857191,14045.769,175.190165,3499445.263,390.489796,390.988002,82.974558,83.85691859,4.013713,2.059288,248.311698,1.779574,-56.378003,0.041,-0.027997,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0042 DC.hys",331.180278,13952.98392,172.45468,3505689.338,394.003166,391.861368,81.606189,82.36803241,3.980097,1.653644,245.21974,1.812446,-56.435503,0.061,-0.0201,"T","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0043 DC.hys",346.874334,13779.589,179.278712,3815337.315,404.111013,404.520284,81.319946,82.05706271,3.611631,1.119207,259.139242,1.891473,-56.425503,0.0595,-0.012055,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0044 DC.hys",332.425669,13819.55347,176.109401,3529807.422,390.713963,391.279229,83.050426,83.93958065,3.915101,0.736111,237.861687,1.955076,-56.416003,0.057,-0.01193,"T","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0045 DC.hys",330.081228,14683.36653,177.981326,3484470.314,391.502975,391.955837,84.477467,85.49661482,4.213945,2.619332,248.55148,1.738246,-56.405503,0.0555,-0.015336,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0046 DC.hys",335.123791,13369.33125,172.003821,3582327.368,397.910934,393.418998,80.517501,81.18618985,3.732024,0.556905,238.050212,1.998905,-56.396003,0.054,-0.023486,"H","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0047 DC.hys",333.4192,14234.17083,173.497272,3549104.147,394.324166,394.951165,81.595857,82.35680499,4.010638,2.29359,250.809084,1.756917,-56.386503,0.0525,-0.040928,"T","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0048 DC.hys",339.318806,12884.41516,172.073138,3664714.306,395.017507,395.476969,79.639376,80.23468449,3.515803,0.954931,252.076168,1.915137,-56.376003,0.0505,-0.05511,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0049 DC.hys",336.065376,14194.3152,178.130632,3600742.136,395.870166,395.829024,83.172054,84.07212519,3.942053,0.722043,239.827638,1.957729,-56.434003,0.0715,-0.024052,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0050 DC.hys",333.484259,15038.91576,186.023109,3550369.477,393.588783,394.117515,87.471173,88.77665947,4.235873,1.516872,245.397192,1.839589,-56.424003,0.0695,-0.023128,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0051 DC.hys",329.468412,14838.6868,177.266474,3472665.323,391.562419,392.249686,84.281056,85.28206394,4.272997,3.048553,249.077884,1.710364,-56.414003,0.0675,-0.049239,"S","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0052 DC.hys",334.249618,14118.36521,174.408988,3565271.045,394.276295,394.961936,81.838453,82.62048309,3.95997,2.116976,251.442962,1.772939,-56.404003,0.065,-0.034417,"B","Para",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0053 DC.hys",332.890358,13416.38188,171.803157,3538826.586,390.991585,391.459052,80.916358,81.61889513,3.791195,0.543306,235.117721,2.002025,-56.394503,0.0635,-0.025308,"B","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0054 DC.hys",329.169821,15077.61626,173.58965,3466920.302,393.674395,394.313176,82.60127,83.45037392,4.348994,2.992377,246.168695,1.705598,-56.384503,0.0625,-0.039702,"IPM","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
"Grid_Position 172 0055 DC.hys",341.9142,13263.3054,169.191899,3716130.259,399.84177,400.708262,77.76227,78.2059615,3.569117,0.695306,247.212922,1.958046,-56.374503,0.0605,-0.042041,"T","Obl",NA,"G83","Papio anubis","LingualWall","Middle",NA,NA
