"File","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","Drift.nm.s.","Feature","Orientation","Protein","Sample","Species","Region","Thickness","Prism","IPM"
"Grid_Position 183 0051 DC.hys",333.663161,16615.56761,217.051185,3553850.07,390.355326,391.076696,102.011102,104.9746815,4.675371,1.049654,242.97057,1.934728,-56.741503,1.9425,-0.094716,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0052 DC.hys",333.384483,16843.91473,222.191607,3548429.026,389.433901,390.240529,104.506768,107.8003958,4.746865,0.5512,235.047038,2.04719,-56.731503,1.943,-0.082663,"S","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0053 DC.hys",340.999837,16619.44516,218.841199,3697977.548,397.305608,397.957045,100.828145,103.6399915,4.494199,0.494142,241.329866,2.062432,-56.721503,1.943,-0.036233,"IPM","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0054 DC.hys",331.122271,17456.55244,218.31946,3504567.9,390.242632,391.091338,103.3261,106.4619011,4.981086,0.806384,233.369894,1.972535,-56.711503,1.943,-0.062715,"IPM","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 183 0055 DC.hys",333.360916,16095.92028,212.38467,3547970.758,389.924394,390.200895,99.900573,102.5955539,4.536655,1.0768,244.053937,1.9284,-56.701503,1.943,-0.121653,"B","Para",2.462,"MacacaG","Macaca mulatta","LingualCusp","Middle",4.1,1.039
"Grid_Position 184 0005 DC.hys",343.833377,18209.66493,236.785768,3754368.434,401.978921,401.511036,108.273451,112.0909388,4.850261,1.291488,254.321389,1.913951,-57.186503,2.284,-0.035829,"B","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0011 DC.hys",329.338492,19201.18097,241.432783,3470165.047,388.230713,388.98609,114.830169,119.6342733,5.533218,0.745363,229.689398,2.002973,-57.196503,2.2945,-0.063986,"B","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0013 DC.hys",333.066543,18815.17889,241.229909,3542249.005,391.431013,391.564199,113.560275,118.1658163,5.311648,1.663679,245.502617,1.872659,-57.176503,2.2945,-0.087923,"B","Para",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0021 DC.hys",340.582405,18483.55918,242.474571,3689704.362,397.702072,397.754047,111.842082,116.1847008,5.009496,2.538963,260.102826,1.805763,-57.236503,2.315,-0.082531,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0022 DC.hys",338.056524,18573.3345,237.905465,3639830.687,396.571118,396.609197,110.483814,114.6232371,5.102802,0.951219,243.337728,1.963251,-57.226503,2.3145,-0.066862,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0023 DC.hys",332.720197,17703.8611,225.50409,3535522.65,391.152876,391.60115,106.258196,109.7915431,5.007424,0.293179,223.041274,2.147042,-57.216503,2.3145,-0.102011,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0024 DC.hys",336.539588,18932.54371,242.57999,3610033.325,394.391047,395.074539,113.118646,117.6559791,5.244424,0.455832,232.125879,2.087838,-57.206503,2.3145,-0.074976,"H","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0025 DC.hys",332.580072,19033.2109,244.295558,3532803.028,390.436613,391.013014,115.157091,120.0128987,5.387566,1.167097,240.33242,1.934019,-57.196503,2.3145,-0.048209,"IPM","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0026 DC.hys",330.338808,19032.13153,237.189438,3489437.85,389.610498,390.518969,112.499979,116.9424932,5.454211,1.477705,239.230597,1.885443,-57.186503,2.3145,-0.074063,"U","U",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0029 DC.hys",333.24179,18278.10085,233.168815,3545654.768,391.151806,392.034282,109.712742,113.7386337,5.155071,1.720133,246.176093,1.860674,-57.226503,2.3245,-0.044763,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0033 DC.hys",343.747082,17816.00511,244.400983,3752645.086,398.353334,398.419546,111.781268,116.1147015,4.747586,0.426904,244.442734,2.112263,-57.186503,2.3245,-0.055046,"U","U",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0037 DC.hys",335.935981,17527.82896,238.467281,3598208.879,390.633156,391.062503,111.383393,115.6569342,4.871265,1.608374,252.499622,1.885157,-57.216503,2.3345,-0.04024,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0038 DC.hys",336.149766,18285.06486,239.167718,3602394.744,392.780037,393.489438,111.645632,115.9586086,5.075808,1.898834,251.901842,1.851959,-57.206503,2.3345,-0.050172,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0039 DC.hys",333.860937,17901.82188,238.319942,3557699.727,389.797686,390.198507,111.946512,116.3049232,5.031853,1.840553,250.545857,1.859141,-57.196503,2.3345,-0.061768,"H","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0047 DC.hys",342.768095,18601.06406,247.224683,3733120.559,398.888014,399.197728,113.368043,117.9438411,4.982712,2.174367,260.982599,1.837002,-57.186503,2.3445,-0.03938,"H","Obl",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0049 DC.hys",334.32751,17767.42033,237.710159,3566789.262,389.9568,390.385549,111.517711,115.8114318,4.981348,1.044271,244.296097,1.954529,-57.237003,2.3545,-0.081076,"AP","AP",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0051 DC.hys",341.119866,18670.39309,246.253898,3700358.067,397.704046,397.983107,113.421677,118.0057654,5.045564,1.329254,252.575286,1.917862,-57.216503,2.3545,-0.0383,"B","Para",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 184 0052 DC.hys",333.953333,19595.37922,252.32369,3559498.866,391.479862,392.1981,118.494564,123.8919764,5.505095,1.725491,246.608703,1.87471,-57.206503,2.3545,-0.069592,"S","Para",0.227,"MacacaG","Macaca mulatta","LingualCusp","Outer",5.987,1.151
"Grid_Position 198 0001 DC.hys",340.327819,13071.28268,180.54449,3684662.973,398.794193,394.627245,83.333607,84.24822501,3.547484,1.692602,262.018715,1.831629,-62.516003,-1.8425,-0.010732,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0002 DC.hys",334.402904,14120.81667,154.080368,3568259.086,402.16094,403.137245,72.269316,72.31005781,3.957341,2.639004,247.302237,1.700406,-62.508003,-1.8485,-0.029336,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0004 DC.hys",329.166124,14980.76929,175.336495,3466849.2,393.084352,393.246206,83.433349,84.35697487,4.321148,2.57025,245.042351,1.734593,-62.491003,-1.86,-0.009931,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0005 DC.hys",325.65121,15703.20432,177.657833,3399559.62,390.974544,391.943831,85.370506,86.47313343,4.619188,3.89578,244.910895,1.663454,-62.483503,-1.8655,-0.043285,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0006 DC.hys",324.782824,15283.79181,168.114482,3383031.333,392.473371,392.967573,80.98171,81.689824,4.51778,2.881665,238.305961,1.701205,-62.475003,-1.8715,-0.068918,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0007 DC.hys",328.634268,15539.26213,183.884468,3456627.28,392.100471,392.013447,87.630159,88.95137057,4.495498,2.561226,244.595555,1.744475,-62.519003,-1.829,-0.0397,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0009 DC.hys",326.377948,13256.02903,149.637898,3413421.13,392.068257,392.818481,71.759845,71.76626706,3.883502,0.653053,221.914203,1.929217,-62.502503,-1.8405,-0.038168,"B","Obl",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0011 DC.hys",334.007072,15172.59068,181.055422,3560545.462,396.591338,396.857678,85.013539,86.08260072,4.261311,2.998498,253.009246,1.716552,-62.486003,-1.8525,-0.094167,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0012 DC.hys",336.277717,15780.27826,182.618883,3604901.109,400.020587,401.085959,85.21849,86.30679121,4.377451,4.224132,257.900783,1.657025,-62.478003,-1.8575,-0.010406,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0013 DC.hys",327.094939,15544.61082,171.918338,3427122.878,394.72935,394.908869,82.279604,83.10027906,4.535761,6.260172,252.388832,1.576225,-62.469503,-1.8635,-0.076944,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0014 DC.hys",329.588102,15983.9818,187.983954,3474969.485,392.210973,393.359429,89.347028,90.8414003,4.599747,4.74901,253.574796,1.643975,-62.513003,-1.8205,-0.016723,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0015 DC.hys",325.675224,15594.2302,175.805961,3400017.218,391.348552,392.201254,84.474935,85.49384846,4.586515,5.477502,249.898427,1.604291,-62.505003,-1.8265,-0.001072,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0018 DC.hys",327.352059,15933.92432,183.780272,3432042.791,392.183242,392.377772,87.893624,89.24101008,4.642694,4.443078,249.386455,1.649247,-62.480503,-1.8435,-0.020996,"H","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0019 DC.hys",326.780114,15819.86996,185.720862,3421103.364,390.235735,390.665789,88.963615,90.41878472,4.624201,2.958116,244.059965,1.721111,-62.472003,-1.8495,0.025128,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0020 DC.hys",330.659323,14948.70897,170.837537,3495623.815,395.61698,396.286186,80.957257,81.66328326,4.276407,8.142234,262.066092,1.5339,-62.464003,-1.855,-0.067537,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0021 DC.hys",329.721129,14720.50695,182.456988,3477531.252,390.457547,390.230624,86.688165,87.91696987,4.233034,1.300827,239.986881,1.862233,-62.508003,-1.8125,-0.038385,"T","Obl",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0022 DC.hys",328.627322,14412.49153,173.442301,3456493.861,392.070003,390.949884,82.655539,83.50946009,4.169685,1.516401,239.365698,1.824189,-62.499003,-1.8185,-0.03794,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0024 DC.hys",341.809935,14159.73584,175.951212,3714058.181,401.52368,402.16645,80.891472,81.59188775,3.81247,0.833388,246.813688,1.930439,-62.482503,-1.8295,-0.024042,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0026 DC.hys",327.754051,15420.64685,178.568584,3439741.468,392.762853,392.5218,85.30549,86.40198439,4.483083,7.490754,258.085235,1.556754,-62.466503,-1.841,-0.058671,"S","Obl",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0027 DC.hys",326.503493,14994.157,169.274514,3415818.435,392.343654,392.937698,81.148223,81.87058585,4.389624,9.182088,259.105448,1.510881,-62.458003,-1.847,0.12709,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0028 DC.hys",330.947012,15357.34668,186.407545,3501180.638,392.536073,392.73641,88.265514,89.65009174,4.386334,2.563855,248.581355,1.749755,-62.502003,-1.804,-0.017687,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0029 DC.hys",327.049246,15027.36335,174.121688,3426248.918,391.276249,391.777096,83.344749,84.26037225,4.385952,3.260895,245.7069,1.692512,-62.493503,-1.8095,-0.012389,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0031 DC.hys",332.592344,14885.89108,188.14523,3533041.175,391.607004,391.931709,88.685719,90.11266633,4.213336,5.453219,263.090091,1.62845,-62.477003,-1.8215,-0.042795,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0032 DC.hys",337.584588,12343.99686,161.863119,3630547.942,394.528688,394.781049,75.26562,75.51866863,3.400037,1.245717,253.121111,1.857544,-62.469003,-1.8275,-0.011963,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0033 DC.hys",327.380074,16380.61497,183.265316,3432579.053,393.305468,394.416552,87.640497,88.9627329,4.772101,2.956699,241.284572,1.713231,-62.460503,-1.833,-0.002272,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0034 DC.hys",325.489469,14394.56005,163.341485,3396478.262,391.132636,391.58364,78.526621,79.03118977,4.238084,5.787757,252.053078,1.583315,-62.452503,-1.8385,-0.012329,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0035 DC.hys",337.420038,14790.74332,187.514511,3627313.971,396.322469,396.578433,87.232262,88.5142167,4.077602,2.61561,258.314582,1.752885,-62.496003,-1.796,0.00803,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0036 DC.hys",324.899012,14978.63268,168.798612,3385240.569,390.503571,391.451541,81.284723,82.01880857,4.424688,5.430844,249.574109,1.598858,-62.487503,-1.8025,-0.010802,"IPM","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0038 DC.hys",289.745345,17018.28611,124.911713,2747978.192,396.953551,391.927233,66.762309,66.45928255,6.193021,5.445005,186.109288,1.510673,-62.471003,-1.813,-2.692508,"B","Obl",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0039 DC.hys",333.593877,15640.71464,180.807981,3552501.936,397.860215,398.472296,84.993412,86.06058899,4.402732,3.880973,254.058892,1.669431,-62.463003,-1.819,-0.025424,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0040 DC.hys",324.526844,16450.30574,181.038217,3378166.452,392.048509,392.676705,87.269918,88.5555738,4.869596,4.422053,243.43184,1.642463,-62.455003,-1.825,-0.021415,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0041 DC.hys",323.025313,15270.38981,166.736269,3349696.615,391.512318,391.713382,80.716472,81.40200569,4.558738,3.367641,238.476041,1.673187,-62.446003,-1.8305,-0.032551,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0042 DC.hys",339.902895,14796.48486,189.058157,3676255.766,398.148863,398.601043,87.36297,88.65778424,4.024879,2.245455,259.212937,1.780995,-62.490003,-1.788,0.007632,"T","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0045 DC.hys",328.629138,15617.45724,180.334101,3456528.743,392.667116,393.581317,85.939456,87.09612533,4.518249,3.685984,248.305782,1.67749,-62.465503,-1.805,-0.046802,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0046 DC.hys",329.150658,16251.23245,190.807508,3466551.735,392.374652,393.028775,90.799079,92.44470063,4.688011,2.869301,245.621494,1.730725,-62.457003,-1.811,-0.002477,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0047 DC.hys",324.970473,15867.87128,174.567094,3386599.691,392.616336,393.14428,84.045657,85.02502875,4.685488,3.253561,239.766326,1.687356,-62.449003,-1.8165,-0.056364,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0048 DC.hys",336.10092,13991.1474,167.614658,3601438.154,398.0412,398.704995,78.254414,78.73716727,3.884878,6.019857,266.28488,1.5864,-62.441003,-1.8225,-0.005883,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0050 DC.hys",335.365115,14203.43551,172.321073,3587042.726,396.768848,397.183304,80.612974,81.28973552,3.95965,6.353508,266.689988,1.583191,-62.476003,-1.7855,0.003484,"IPM","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0052 DC.hys",336.278656,13817.76232,179.097354,3604919.501,393.47442,394.142837,83.574967,84.51141767,3.833029,1.47096,251.79947,1.844967,-62.460003,-1.797,-0.013917,"B","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0053 DC.hys",331.07146,15603.1737,185.56534,3503585.7,396.379473,394.134855,87.83656,89.1782647,4.453487,5.173839,257.199817,1.62854,-62.451503,-1.8025,-0.063969,"S","Para",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0054 DC.hys",325.498737,15813.44993,178.297432,3396654.788,391.061634,392.017291,85.714483,86.84970333,4.655595,2.146365,235.685888,1.762644,-62.443503,-1.808,-0.067984,"T","Obl",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 198 0055 DC.hys",321.66768,16060.3063,170.664588,3324053.248,391.407046,392.246058,82.936224,83.81515622,4.831543,4.087825,237.728237,1.641981,-62.435003,-1.814,-0.072469,"NP","NP",4.654333333,"MacacaH","Macaca mulatta","BucalWall","Inner",4.137,1.139
"Grid_Position 199 0000 DC.hys",345.345645,15406.65458,215.395283,3784630.015,398.771304,398.99116,98.097808,100.5709427,4.070848,1.597966,265.013415,1.873098,-63.195503,-1.6305,-0.340055,"T","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0001 DC.hys",340.493402,15661.88876,230.160767,3687941.513,391.13228,391.529105,106.187675,109.7112403,4.246783,0.768585,254.335915,2.016135,-63.187503,-1.636,0.001991,"B","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0002 DC.hys",336.767875,15785.36458,220.38506,3614510.173,390.029976,390.487594,102.705158,105.7591692,4.367221,3.1164,264.211406,1.762987,-63.179003,-1.642,0.069335,"B","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0003 DC.hys",346.393603,16317.21549,221.350669,3805668.016,403.67877,401.681042,100.53105,103.3052636,4.287609,2.343855,268.368539,1.808447,-63.171003,-1.6475,0.041028,"S","Obl",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0004 DC.hys",334.761515,15362.30248,196.774287,3575254.191,393.128,393.314525,92.20399,94.00015388,4.296842,5.488606,265.556032,1.636447,-63.162503,-1.6535,0.012775,"H","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0005 DC.hys",338.489608,15488.20103,227.134648,3648359.109,389.577162,389.631743,105.358463,108.7678263,4.245251,0.831029,253.229109,2.000346,-63.154503,-1.659,0.003003,"H","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0006 DC.hys",345.285699,16506.08695,223.256118,3783428.26,400.000816,400.735759,101.694027,104.6166401,4.362733,4.339762,274.71678,1.704493,-63.146503,-1.665,0.009408,"B","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0007 DC.hys",335.43815,16165.70563,217.994074,3588470.379,390.28191,391.055622,101.958827,104.9156375,4.504902,3.268889,261.394608,1.748475,-63.190003,-1.6225,-0.083155,"S","Para",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
"Grid_Position 199 0008 DC.hys",336.256433,16354.04686,229.166834,3604484.127,389.692756,389.778729,106.94612,110.5754588,4.537139,3.122116,263.476932,1.769848,-63.181503,-1.628,-0.073051,"S","Obl",2.223333333,"MacacaH","Macaca mulatta","BucalWall","Middle",3.268,0.615
